label,sms,processed_sms
ham,"'An Amazing Quote'' - ""Sometimes in life its difficult to decide whats wrong!! a lie that brings a smile or the truth that brings a tear....""",amazing quote sometimes life difficult decide whats wrong lie brings smile truth brings tear
ham,Then what about further plan?,plan
ham,How much would it cost to hire a hitman,much would cost hire hitman
ham,"I can't right this second, gotta hit people up first",cant right second gotta hit people first
ham,"7 wonders in My WORLD 7th You 6th Ur style 5th Ur smile 4th Ur Personality 3rd Ur Nature 2nd Ur SMS and 1st ""Ur Lovely Friendship""... good morning dear",wonders world th th ur style th ur smile th ur personality rd ur nature nd ur sms st ur lovely friendship good morning dear
ham,Hey so whats the plan this sat? ,hey whats plan sat
ham,MMM ... Fuck .... Merry Christmas to me,mmm fuck merry christmas
ham,"So check your errors and if you had difficulties, do correction.",check errors difficulties correction
ham,"Good morning, my Love ... I go to sleep now and wish you a great day full of feeling better and opportunity ... You are my last thought babe, I LOVE YOU *kiss*",good morning love go sleep wish great day full feeling better opportunity last thought babe love kiss
ham,I dont want to hear anything,dont want hear anything
ham,"That's fine, have him give me a call if he knows what he wants or has any questions",thats fine give call knows wants questions
ham,But i dint slept in afternoon.,dint slept afternoon
ham,"Hi frnd, which is best way to avoid missunderstding wit our beloved one's?",hi frnd best way avoid missunderstding wit beloved ones
ham,"Dear,shall mail tonite.busy in the street,shall update you tonite.things are looking ok.varunnathu edukkukayee raksha ollu.but a good one in real sense.",dearshall mail tonitebusy streetshall update tonitethings looking okvarunnathu edukkukayee raksha ollubut good one real sense
ham,Nt yet chikku..simple habba..hw abt u?,nt yet chikkusimple habbahw abt u
ham,Oh unintentionally not bad timing. Great. Fingers  the trains play along! Will give fifteen min warning.,oh unintentionally bad timing great fingers trains play along give fifteen min warning
ham,I re-met alex nichols from middle school and it turns out he's dealing!,remet alex nichols middle school turns hes dealing
ham,O. Guess they both got screwd,guess got screwd
ham,Should I head straight there or what,head straight
ham,The greatest test of courage on earth is to bear defeat without losing heart....gn tc,greatest test courage earth bear defeat without losing heartgn tc
ham,"Cool, want me to go to kappa or should I meet you outside mu",cool want go kappa meet outside mu
ham,Ya very nice. . .be ready on thursday,ya nice ready thursday
ham,Hi darlin im on helens fone im gonna b up the princes 2 nite please come up tb love Kate,hi darlin im helens fone im gonna b princes nite please come tb love kate
ham,Sounds great! Im going to sleep now. Have a good night!,sounds great im going sleep good night
spam,"Congrats! 1 year special cinema pass for 2 is yours. call 09061209465 now! C Suprman V, Matrix3, StarWars3, etc all 4 FREE! bx420-ip4-5we. 150pm. Dont miss out! ",congrats year special cinema pass call c suprman v matrix starwars etc free bxipwe pm dont miss
spam,CLAIRE here am havin borin time & am now alone U wanna cum over 2nite? Chat now 09099725823 hope 2 C U Luv CLAIRE xx Calls£1/minmoremobsEMSPOBox45PO139WA,claire havin borin time alone u wanna cum nite chat hope c u luv claire xx callsminmoremobsemspoboxpowa
ham,That seems unnecessarily hostile,seems unnecessarily hostile
ham,"Storming msg: Wen u lift d phne, u say ""HELLO"" Do u knw wt is d real meaning of HELLO?? . . . It's d name of a girl..! . . . Yes.. And u knw who is dat girl?? ""Margaret Hello"" She is d girlfrnd f Grahmbell who invnted telphone... . . . . Moral:One can 4get d name of a person, bt not his girlfrnd... G o o d n i g h t . . .@",storming msg wen u lift phne u say hello u knw wt real meaning hello name girl yes u knw dat girl margaret hello girlfrnd f grahmbell invnted telphone moralone get name person bt girlfrnd g n g h
ham,WE REGRET TO INFORM U THAT THE NHS HAS MADE A MISTAKE.U WERE NEVER ACTUALLY BORN.PLEASE REPORT 2 YOR LOCAL HOSPITAL 2B TERMINATED.WE R SORRY 4 THE INCONVENIENCE,regret inform u nhs made mistakeu never actually bornplease report yor local hospital b terminatedwe r sorry inconvenience
ham,I wont get concentration dear you know you are my mind and everything :-),wont get concentration dear know mind everything
ham,Purity of friendship between two is not about smiling after reading the forwarded message..Its about smiling just by seeing the name. Gud evng,purity friendship two smiling reading forwarded messageits smiling seeing name gud evng
ham,Its just the effect of irritation. Just ignore it,effect irritation ignore
ham,What about this one then.,one
spam,"Fantasy Football is back on your TV. Go to Sky Gamestar on Sky Active and play £250k Dream Team. Scoring starts on Saturday, so register now!SKY OPT OUT to 88088",fantasy football back tv go sky gamestar sky active play k dream team scoring starts saturday register nowsky opt
ham,K..k..i'm also fine:)when will you complete the course?,kkim also finewhen complete course
ham,"Hey babe! I saw you came online for a second and then you disappeared, what happened ?",hey babe saw came online second disappeared happened
ham,First has she gained more than  &lt;#&gt; kg since she took in. Second has she done the blood sugar tests. If she has and its ok and her blood pressure is within normal limits then no worries,first gained ltgt kg since took second done blood sugar tests ok blood pressure within normal limits worries
ham,Can... I'm free...,im free
spam,You have an important customer service announcement. Call FREEPHONE 0800 542 0825 now!,important customer service announcement call freephone
ham,Arun can u transfr me d amt,arun u transfr amt
spam,"HOT LIVE FANTASIES call now 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870..k",hot live fantasies call p per min ntt ltd po box croydon cr wb k
ham,Captain vijaykanth is doing comedy in captain tv..he is drunken :),captain vijaykanth comedy captain tvhe drunken
ham,"If you're still up, maybe leave the credit card so I can get gas when I get back like he told me to",youre still maybe leave credit card get gas get back like told
ham,Oh k:)after that placement there ah?,oh kafter placement ah
ham,Ok lar i double check wif da hair dresser already he said wun cut v short. He said will cut until i look nice.,ok lar double check wif da hair dresser already said wun cut v short said cut look nice
ham,Nope. I just forgot. Will show next week,nope forgot show next week
ham,"Beautiful Truth against Gravity.. Read carefully: ""Our heart feels light when someone is in it.. But it feels very heavy when someone leaves it.."" GOOD NIGHT",beautiful truth gravity read carefully heart feels light someone feels heavy someone leaves good night
ham,Ü still got lessons?  Ü in sch?,still got lessons sch
ham,"Yeah why not, is the gang all ready",yeah gang ready
ham,Does not operate after  &lt;#&gt;  or what,operate ltgt
ham,Don know..wait i will check it.,knowwait check
ham,Hey whats up? U sleeping all morning?,hey whats u sleeping morning
ham,Lol! Oops sorry! Have fun. ,lol oops sorry fun
spam,"Urgent! call 09066350750 from your landline. Your complimentary 4* Ibiza Holiday or 10,000 cash await collection SAE T&Cs PO BOX 434 SK3 8WP 150 ppm 18+",urgent call landline complimentary ibiza holiday cash await collection sae tcs po box sk wp ppm
ham,Go where n buy? Juz buy when we get there lar.,go n buy juz buy get lar
ham,"Multiply the numbers independently and count decimal points then, for the division, push the decimal places like i showed you.",multiply numbers independently count decimal points division push decimal places like showed
ham,I see the letter B on my car,see letter b car
ham,"Same, I'm at my great aunts anniversary party in tarpon springs",im great aunts anniversary party tarpon springs
ham,Play w computer? Aiyah i tok 2 u lor?,play w computer aiyah tok u lor
ham,"K, can that happen tonight?",k happen tonight
spam,You'll not rcv any more msgs from the chat svc. For FREE Hardcore services text GO to: 69988 If u get nothing u must Age Verify with yr network & try again,youll rcv msgs chat svc free hardcore services text go u get nothing u must age verify yr network try
ham,Why don't you wait 'til at least wednesday to see if you get your .,dont wait til least wednesday see get
ham,Oooh I got plenty of those!,oooh got plenty
ham,Can you plz tell me the ans. BSLVYL sent via fullonsms.com,plz tell ans bslvyl sent via fullonsmscom
ham,"""Happy valentines day"" I know its early but i have hundreds of handsomes and beauties to wish. So i thought to finish off aunties and uncles 1st...",happy valentines day know early hundreds handsomes beauties wish thought finish aunties uncles st
ham,Dude ive been seeing a lotta corvettes lately,dude ive seeing lotta corvettes lately
ham,Happy New Year Princess!,happy new year princess
spam,HMV BONUS SPECIAL 500 pounds of genuine HMV vouchers to be won. Just answer 4 easy questions. Play Now! Send HMV to 86688 More info:www.100percent-real.com,hmv bonus special pounds genuine hmv vouchers answer easy questions play send hmv infowwwpercentrealcom
ham,I REALLY NEED 2 KISS U I MISS U MY BABY FROM UR BABY 4EVA,really need kiss u miss u baby ur baby eva
ham,Ok then i will come to ur home after half an hour,ok come ur home half hour
ham,I will lick up every drop :) are you ready to use your mouth as well?,lick every drop ready use mouth well
ham,I said its okay. Sorry,said okay sorry
ham,Nutter. Cutter. Ctter. Cttergg. Cttargg. Ctargg. Ctagg. ie you,nutter cutter ctter cttergg cttargg ctargg ctagg ie
ham,"HI HUN! IM NOT COMIN 2NITE-TELL EVERY1 IM SORRY 4 ME, HOPE U AVA GOODTIME!OLI RANG MELNITE IFINK IT MITE B SORTED,BUT IL EXPLAIN EVERYTHIN ON MON.L8RS.x",hi hun im comin nitetell every im sorry hope u ava goodtimeoli rang melnite ifink mite b sortedbut il explain everythin monlrsx
ham,Just now saw your message.it k da:),saw messageit k da
ham,"Oh... Haha... Den we shld had went today too... Gee, nvm la... Kaiez, i dun mind goin jazz oso... Scared hiphop open cant catch up... ",oh haha den shld went today gee nvm la kaiez dun mind goin jazz oso scared hiphop open cant catch
ham,Mm i had my food da from out,mm food da
ham,What is important is that you prevent dehydration by giving her enough fluids,important prevent dehydration giving enough fluids
spam,"Will u meet ur dream partner soon? Is ur career off 2 a flyng start? 2 find out free, txt HORO followed by ur star sign, e. g. HORO ARIES",u meet ur dream partner soon ur career flyng start find free txt horo followed ur star sign e g horo aries
ham,Gettin rdy to ship comp,gettin rdy ship comp
ham,Cool. So how come you havent been wined and dined before?,cool come havent wined dined
ham,Oh yeah clearly it's my fault,oh yeah clearly fault
spam,we tried to contact you re your response to our offer of a new nokia fone and camcorder hit reply or call 08000930705 for delivery,tried contact response offer new nokia fone camcorder hit reply call delivery
ham,"She said,'' do u mind if I go into the bedroom for a minute ? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife,",said u mind go bedroom minute ok sed sexy mood came minuts latr wid caken wife
ham,Badrith is only for chennai:)i will surely pick for us:)no competition for him.,badrith chennaii surely pick usno competition
ham,Do you always celebrate NY's with your family ?,always celebrate nys family
ham,Hahaha..use your brain dear,hahahause brain dear
ham,"Yeah work is fine, started last week, all the same stuff as before, dull but easy and guys are fun!",yeah work fine started last week stuff dull easy guys fun
ham,What can i do? Might accidant tookplace between somewhere ghodbandar rd. Traffic moves slovely. So plz slip &amp; don't worry.,might accidant tookplace somewhere ghodbandar rd traffic moves slovely plz slip amp dont worry
ham,Ok..,ok
ham,Babes I think I got ur brolly I left it in English wil bring it in 2mrw 4 u luv Franxx,babes think got ur brolly left english wil bring mrw u luv franxx
ham,Hello. They are going to the village pub at 8 so either come here or there accordingly. Ok?,hello going village pub either come accordingly ok
ham,Please sen :)my kind advice :-)please come here and try:-),please sen kind advice please come try
ham,"Jay wants to work out first, how's 4 sound?",jay wants work first hows sound
ham,Bognor it is! Should be splendid at this time of year.,bognor splendid time year
spam,"You are being contacted by our Dating Service by someone you know! To find out who it is, call from your mobile or landline 09064017305 PoBox75LDNS7 ",contacted dating service someone know find call mobile landline poboxldns
ham,Lol boo I was hoping for a laugh,lol boo hoping laugh
ham,Thanks chikku..:-) gud nyt:-*,thanks chikku gud nyt
spam,Hard LIVE 121 chat just 60p/min. Choose your girl and connect LIVE. Call 09094646899 now! Cheap Chat UK's biggest live service. VU BCM1896WC1N3XX,hard live chat pmin choose girl connect live call cheap chat uks biggest live service vu bcmwcnxx
ham,Your opinion about me? 1. Over 2. Jada 3. Kusruthi 4. Lovable 5. Silent 6. Spl character 7. Not matured 8. Stylish 9. Simple Pls reply..,opinion jada kusruthi lovable silent spl character matured stylish simple pls reply
ham,U can call me now...,u call
ham,Are you angry with me. What happen dear,angry happen dear
ham,Ok... I din get ur msg...,ok din get ur msg
ham,I like you peoples very much:) but am very shy pa.,like peoples much shy pa
ham,Don't fret. I'll buy the ovulation test strips and send them to you. You wont get them til like march. Can you send me your postal address.u'll be alright.Okay.,dont fret ill buy ovulation test strips send wont get til like march send postal addressull alrightokay
ham,Lara said she can loan me  &lt;#&gt; .,lara said loan ltgt
ham,I can't describe how lucky you are that I'm actually awake by noon,cant describe lucky im actually awake noon
ham,Pls dont restrict her from eating anythin she likes for the next two days.,pls dont restrict eating anythin likes next two days
ham,Hhahhaahahah rofl wtf nig was leonardo in your room or something,hhahhaahahah rofl wtf nig leonardo room something
ham,Its worse if if uses half way then stops. Its better for him to complete it.,worse uses half way stops better complete
ham,Happy New year my dear brother. I really do miss you. Just got your number and decided to send you this text wishing you only happiness. Abiola,happy new year dear brother really miss got number decided send text wishing happiness abiola
spam,"Dear Voucher Holder, To claim this weeks offer, at your PC please go to http://www.wtlp.co.uk/text. Ts&Cs apply.",dear voucher holder claim weeks offer pc please go httpwwwwtlpcouktext tscs apply
ham,Thanks for ve lovely wisheds. You rock,thanks lovely wisheds rock
ham,Yup... Hey then one day on fri we can ask miwa and jiayin take leave go karaoke ,yup hey one day fri ask miwa jiayin take leave go karaoke
ham,it's really getting me down just hanging around.,really getting hanging around
ham,Hey you still want to go for yogasana? Coz if we end at cine then can go bathe and hav the steam bath,hey still want go yogasana coz end cine go bathe hav steam bath
ham,R u in this continent?,r u continent
spam,<Forwarded from 88877>FREE entry into our £250 weekly comp just send the word ENTER to 88877 NOW. 18 T&C www.textcomp.com,forwarded free entry weekly comp send word enter tc wwwtextcompcom
ham,"Sorry, I'll call later",sorry ill call later
spam,"Loan for any purpose £500 - £75,000. Homeowners + Tenants welcome. Have you been previously refused? We can still help. Call Free 0800 1956669 or text back 'help'",loan purpose homeowners tenants welcome previously refused still help call free text back help
spam,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send CASH to 86688 only 150p/msg. CC: 08718720201 PO BOX 114/14 TCR/W1,ur cashbalance currently pounds maximize ur cashin send cash pmsg cc po box tcrw
ham,Yun ah.now ü wkg where?btw if ü go nus sc. Ü wana specialise in wad?,yun ahnow wkg wherebtw go nus sc wana specialise wad
ham,"Until 545 lor... Ya, can go 4 dinner together...",lor ya go dinner together
ham,It is only yesterday true true.,yesterday true true
ham,Oh:)as usual vijay film or its different?,ohas usual vijay film different
ham,Hey what happen de. Are you alright.,hey happen de alright
spam,You have WON a guaranteed £1000 cash or a £2000 prize. To claim yr prize call our customer service representative on 08714712394 between 10am-7pm,guaranteed cash prize claim yr prize call customer service representative ampm
ham,Is it your yahoo boys that bring in the perf? Or legal.,yahoo boys bring perf legal
ham,"Short But Cute: ""Be a good person, but dont try to prove it.."" .Gud noon....",short cute good person dont try prove gud noon
ham,Dear where you will be when i reach there,dear reach
ham,Depends on where u going lor.,depends u going lor
ham,Lol no ouch but wish i'd stayed out a bit longer,lol ouch wish id stayed bit longer
ham,Ü mean it's confirmed... I tot they juz say oni... Ok then... ,mean confirmed tot juz say oni ok
ham,I know you are serving. I mean what are you doing now.,know serving mean
ham,Convey my regards to him,convey regards
ham,Haha i think i did too,haha think
ham,What's ur pin?,whats ur pin
ham,"That's the trouble with classes that go well - you're due a dodgey one … Expecting mine tomo! See you for recovery, same time, same place ",thats trouble classes go well youre due dodgey one expecting mine tomo see recovery time place
ham,Prabha..i'm soryda..realy..frm heart i'm sory,prabhaim sorydarealyfrm heart im sory
ham,Dude we should go sup again,dude go sup
ham,Prabha..i'm soryda..realy..frm heart i'm sory,prabhaim sorydarealyfrm heart im sory
ham,Am not interested to do like that.,interested like
ham, gonna let me know cos comes bak from holiday that day.  is coming. Don't4get2text me  number. ,gonna let know cos comes bak holiday day coming dontgettext number
ham,We can go 4 e normal pilates after our intro...  ,go e normal pilates intro
ham,Hi Petey!noim ok just wanted 2 chat coz avent spoken 2 u 4 a long time-hope ur doin alrite.have good nit at js love ya am.x,hi peteynoim ok wanted chat coz avent spoken u long timehope ur doin alritehave good nit js love ya amx
ham,Yeah. I got a list with only u and Joanna if I'm feeling really anti social,yeah got list u joanna im feeling really anti social
ham,Ard 530 like dat lor. We juz meet in mrt station then ü dun haf to come out.,ard like dat lor juz meet mrt station dun haf come
ham,Well i know Z will take care of me. So no worries.,well know z take care worries
ham,"Well am officially in a philosophical hole, so if u wanna call am at home ready to be saved!",well officially philosophical hole u wanna call home ready saved
ham,Audrie lousy autocorrect,audrie lousy autocorrect
spam,December only! Had your mobile 11mths+? You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update Co FREE on 08002986906 ,december mobile mths entitled update latest colour camera mobile free call mobile update co free
ham,K..k:)where are you?how did you performed?,kkwhere youhow performed
spam,"Sunshine Hols. To claim ur med holiday send a stamped self address envelope to Drinks on Us UK, PO Box 113, Bray, Wicklow, Eire. Quiz Starts Saturday! Unsub Stop",sunshine hols claim ur med holiday send stamped self address envelope drinks us uk po box bray wicklow eire quiz starts saturday unsub stop
ham,You are a big chic. Common. Declare,big chic common declare
spam,Sorry I missed your call let's talk when you have the time. I'm on 07090201529,sorry missed call lets talk time im
spam,Babe: U want me dont u baby! Im nasty and have a thing 4 filthyguys. Fancy a rude time with a sexy bitch. How about we go slo n hard! Txt XXX SLO(4msgs),babe u want dont u baby im nasty thing filthyguys fancy rude time sexy bitch go slo n hard txt xxx slomsgs
ham,Oh ic. I thought you meant mary jane.,oh ic thought meant mary jane
ham,"Spoke with uncle john today. He strongly feels that you need to sacrifice to keep me here. He's going to call you. When he does, i beg you to just listen. Dont make any promises or make it clear things are not easy. And i need you to please let us work things out. As long as i keep expecting help, my creativity will be stifled so pls just keep him happy, no promises on your part.",spoke uncle john today strongly feels need sacrifice keep hes going call beg listen dont make promises make clear things easy need please let us work things long keep expecting help creativity stifled pls keep happy promises part
ham,IM REALY SOZ IMAT MY MUMS 2NITE WHAT ABOUT 2MORO ,im realy soz imat mums nite moro
ham,No break time one... How... I come out n get my stuff fr ü?,break time one come n get stuff fr
ham,Hi.:)technical support.providing assistance to us customer through call and email:),hitechnical supportproviding assistance us customer call email
ham,S but not able to sleep.,able sleep
spam,"Rock yr chik. Get 100's of filthy films &XXX pics on yr phone now. rply FILTH to 69669. Saristar Ltd, E14 9YT 08701752560. 450p per 5 days. Stop2 cancel",rock yr chik get filthy films xxx pics yr phone rply filth saristar ltd e yt p per days stop cancel
ham,We have to pick rayan macleran there.,pick rayan macleran
ham,He says he'll give me a call when his friend's got the money but that he's definitely buying before the end of the week,says hell give call friends got money hes definitely buying end week
ham,Pls pls find out from aunt nike.,pls pls find aunt nike
ham,Pls go ahead with watts. I just wanted to be sure. Do have a great weekend. Abiola,pls go ahead watts wanted sure great weekend abiola
ham,I couldn't say no as he is a dying man and I feel sad for him so I will go and I just wanted you to know I would probably be gone late into your night,couldnt say dying man feel sad go wanted know would probably gone late night
ham,Wife.how she knew the time of murder exactly,wifehow knew time murder exactly
ham,"Probably gonna be here for a while, see you later tonight &lt;)",probably gonna see later tonight lt
ham,U repeat e instructions again. Wat's e road name of ur house?,u repeat e instructions wats e road name ur house
ham,If you r @ home then come down within 5 min,r home come within min
ham,";-( oh well, c u later",oh well c u later
ham,Ü dun need to pick ur gf?,dun need pick ur gf
ham,"Yo, you at jp and hungry like a mofo?",yo jp hungry like mofo
ham,"Thank you. And by the way, I just lost.",thank way lost
ham,"Erm... Woodland avenue somewhere. Do you get the parish magazine, his telephone number will be in there.",erm woodland avenue somewhere get parish magazine telephone number
ham,I have a sore throat. It's scratches when I talk,sore throat scratches talk
ham,"Aight, I'll hit you up when I get some cash",aight ill hit get cash
ham,Ü come lt 25 n pass to me lar,come lt n pass lar
ham,Bull. Your plan was to go floating off to IKEA with me without a care in the world. So i have to live with your mess another day.,bull plan go floating ikea without care world live mess another day
ham,What does the dance river do?,dance river
ham,I dont know ask to my brother. Nothing problem some thing that. Just i told .,dont know ask brother nothing problem thing told
ham,"Enjoy the showers of possessiveness poured on u by ur loved ones, bcoz in this world of lies, it is a golden gift to be loved truly..",enjoy showers possessiveness poured u ur loved ones bcoz world lies golden gift loved truly
ham,Mm umma ask vava also to come tell him can play later together,mm umma ask vava also come tell play later together
spam,"Urgent Urgent! We have 800 FREE flights to Europe to give away, call B4 10th Sept & take a friend 4 FREE. Call now to claim on 09050000555. BA128NNFWFLY150ppm",urgent urgent free flights europe give away call b th sept take friend free call claim bannfwflyppm
ham,I was wondering if it would be okay for you to call uncle john and let him know that things are not the same in nigeria as they r here. That  &lt;#&gt;  dollars is 2years sent and that you know its a strain but i plan to pay back every dime he gives. Every dime so for me to expect anything from you is not practical. Something like that.,wondering would okay call uncle john let know things nigeria r ltgt dollars years sent know strain plan pay back every dime gives every dime expect anything practical something like
ham,"Good afternoon, my love. How goes your day ? What are you up to ? I woke early and am online waiting for you ... Hmmm ... Italian boy is online I see . *grins*",good afternoon love goes day woke early online waiting hmmm italian boy online see grins
ham,No need to buy lunch for me.. I eat maggi mee..,need buy lunch eat maggi mee
ham,Can i meet ü at 5.. As 4 where depends on where ü wan 2 in lor..,meet depends wan lor
ham,Wat time ü wan today?,wat time wan today
ham,From someone not to smoke when every time I've smoked in the last two weeks is because of you calling or texting me that you wanted to smoke,someone smoke every time ive smoked last two weeks calling texting wanted smoke
ham,Did either of you have any idea's? Do you know of anyplaces doing something?,either ideas know anyplaces something
ham,G wants to know where the fuck you are,g wants know fuck
ham, &lt;DECIMAL&gt; m but its not a common car here so its better to buy from china or asia. Or if i find it less expensive. I.ll holla,ltdecimalgt common car better buy china asia find less expensive ill holla
spam,Had your mobile 11 months or more? U R entitled to Update to the latest colour mobiles with camera for Free! Call The Mobile Update Co FREE on 08002986030,mobile months u r entitled update latest colour mobiles camera free call mobile update co free
ham,Boy you best get yo ass out here quick,boy best get yo ass quick
ham,Cause I'm not freaky lol,cause im freaky lol
ham,Today is ACCEPT DAY..U Accept me as? Brother Sister Lover Dear1 Best1 Clos1 Lvblefrnd Jstfrnd Cutefrnd Lifpartnr Belovd Swtheart Bstfrnd No rply means enemy,today accept dayu accept brother sister lover dear best clos lvblefrnd jstfrnd cutefrnd lifpartnr belovd swtheart bstfrnd rply means enemy
spam,"U can WIN £100 of Music Gift Vouchers every week starting NOW Txt the word DRAW to 87066 TsCs www.Idew.com SkillGame, 1Winaweek, age16. 150ppermessSubscription",u win music gift vouchers every week starting txt word draw tscs wwwidewcom skillgame winaweek age ppermesssubscription
ham,Now press conference da:),press conference da
ham,It vl bcum more difficult..,vl bcum difficult
ham,"Night has ended for another day, morning has come in a special way. May you smile like the sunny rays and leaves your worries at the blue blue bay. Gud mrng",night ended another day morning come special way may smile like sunny rays leaves worries blue blue bay gud mrng
ham,This girl does not stay in bed. This girl doesn't need recovery time. Id rather pass out while having fun then be cooped up in bed,girl stay bed girl doesnt need recovery time id rather pass fun cooped bed
ham,My uncles in Atlanta. Wish you guys a great semester.,uncles atlanta wish guys great semester
ham,Oh gei. That happend to me in tron. Maybe ill dl it in 3d when its out,oh gei happend tron maybe ill dl
ham,"Today is ""song dedicated day.."" Which song will u dedicate for me? Send this to all ur valuable frnds but first rply me...",today song dedicated day song u dedicate send ur valuable frnds first rply
ham,watever reLation u built up in dis world only thing which remains atlast iz lonlines with lotz n lot memories! feeling..,watever relation u built dis world thing remains atlast iz lonlines lotz n lot memories feeling
ham,Yup... How ü noe leh...,yup noe leh
ham,No my mum went 2 dentist.,mum went dentist
ham,Okay same with me. Well thanks for the clarification,okay well thanks clarification
ham,There are many company. Tell me the language.,many company tell language
ham,That would be great. We'll be at the Guild. Could meet on Bristol road or somewhere - will get in touch over weekend. Our plans take flight! Have a good week,would great well guild could meet bristol road somewhere get touch weekend plans take flight good week
ham,Yunny i'm walking in citylink now ü faster come down... Me very hungry...,yunny im walking citylink faster come hungry
spam,December only! Had your mobile 11mths+? You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update Co FREE on 08002986906,december mobile mths entitled update latest colour camera mobile free call mobile update co free
ham,S but mostly not like that.,mostly like
ham,Good morning. At the repair shop--the ONLY reason i'm up at this hour.,good morning repair shopthe reason im hour
ham,I had askd u a question some hours before. Its answer,askd u question hours answer
ham,K..k:)how about your training process?,kkhow training process
ham,Ummma.will call after check in.our life will begin from qatar so pls pray very hard.,ummmawill call check inour life begin qatar pls pray hard
ham,Can come my room but cannot come my house cos my house still messy... Haha...,come room cannot come house cos house still messy haha
ham,"(I should add that I don't really care and if you can't I can at least get this dude to fuck off but hey, your money if you want it)",add dont really care cant least get dude fuck hey money want
ham,"Whats that coming over the hill..... Is it a monster! Hope you have a great day. Things r going fine here, busy though! ",whats coming hill monster hope great day things r going fine busy though
ham,"I'm back &amp; we're packing the car now, I'll let you know if there's room",im back amp packing car ill let know theres room
ham,Went fast asleep dear.take care.,went fast asleep deartake care
ham,Nvm... I'm going to wear my sport shoes anyway... I'm going to be late leh.,nvm im going wear sport shoes anyway im going late leh
ham,Eh den sat u book e kb liao huh...,eh den sat u book e kb liao huh
ham,I forgot 2 ask ü all smth.. There's a card on da present lei... How? Ü all want 2 write smth or sign on it?,forgot ask smth theres card da present lei want write smth sign
ham,Thats cool. How was your day?,thats cool day
ham,Who were those people ? Were you in a tour ? I thought you were doing that sofa thing you sent me ? Your curious sugar,people tour thought sofa thing sent curious sugar
ham,"My Parents, My Kidz, My Friends n My Colleagues. All screaming.. SURPRISE !! and I was waiting on the sofa.. ... ..... ' NAKED...!",parents kidz friends n colleagues screaming surprise waiting sofa naked
ham,I've told him that i've returned it. That should i re order it.,ive told ive returned order
ham,Hey sexy buns! What of that day? No word from you this morning on YM ... :-( ... I think of you,hey sexy buns day word morning ym think
ham,Was gr8 to see that message. So when r u leaving? Congrats dear. What school and wat r ur plans.,gr see message r u leaving congrats dear school wat r ur plans
ham,Ha ha cool cool chikku chikku:-):-DB-),ha ha cool cool chikku chikkudb
ham,"""CHEERS FOR CALLIN BABE.SOZI CULDNT TALKBUT I WANNATELL U DETAILS LATER WENWECAN CHAT PROPERLY X""",cheers callin babesozi culdnt talkbut wannatell u details later wenwecan chat properly x
ham,Unlimited texts. Limited minutes.,unlimited texts limited minutes
ham,Dai  &lt;#&gt;  naal eruku.,dai ltgt naal eruku
ham,I agree. So i can stop thinkin about ipad. Can you please ask macho the same question.,agree stop thinkin ipad please ask macho question
ham,I'll text now! All creepy like so he won't think that we forgot,ill text creepy like wont think forgot
ham,"Sir, Waiting for your mail.",sir waiting mail
ham,I AM AT A PARTY WITH ALEX NICHOLS,party alex nichols
ham,He is world famamus....,world famamus
spam,"Welcome to Select, an O2 service with added benefits. You can now call our specially trained advisors FREE from your mobile by dialling 402.",welcome select service added benefits call specially trained advisors free mobile dialling
spam,XMAS iscoming & ur awarded either £500 CD gift vouchers & free entry 2 r £100 weekly draw txt MUSIC to 87066 TnC www.Ldew.com1win150ppmx3age16subscription ,xmas iscoming ur awarded either cd gift vouchers free entry r weekly draw txt music tnc wwwldewcomwinppmxagesubscription
ham,Its ok my arm is feeling weak cuz i got a shot so we can go another time,ok arm feeling weak cuz got shot go another time
ham,"Same here, but I consider walls and bunkers and shit important just because I never play on peaceful but I guess your place is high enough that it don't matter",consider walls bunkers shit important never play peaceful guess place high enough dont matter
ham,HOW ARE U? I HAVE MISSED U! I HAVENT BEEN UP 2 MUCH A BIT BORED WITH THE HOLIDAY WANT 2 GO BAK 2 COLLEGE! SAD ISNT IT?xx,u missed u havent much bit bored holiday want go bak college sad isnt itxx
ham,S'fine. Anytime. All the best with it.,sfine anytime best
ham,Just got outta class gonna go gym.,got outta class gonna go gym
ham,"Can meh? Thgt some will clash... Really ah, i dun mind... I dun seen to have lost any weight... Gee...",meh thgt clash really ah dun mind dun seen lost weight gee
ham,What's up. Do you want me to come online?,whats want come online
ham,No did you check? I got his detailed message now,check got detailed message
ham,Get me out of this dump heap. My mom decided to come to lowes. BORING.,get dump heap mom decided come lowes boring
spam,Urgent Please call 09066612661 from landline. £5000 cash or a luxury 4* Canary Islands Holiday await collection. T&Cs SAE award. 20M12AQ. 150ppm. 16+ “,urgent please call landline cash luxury canary islands holiday await collection tcs sae award maq ppm
ham,Yo come over carlos will be here soon,yo come carlos soon
spam,"URGENT! Your mobile was awarded a £1,500 Bonus Caller Prize on 27/6/03. Our final attempt 2 contact U! Call 08714714011",urgent mobile awarded bonus caller prize final attempt contact u call
